"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"영산포1","2018/06/25","4회차","","28.0","10.5","9.0","14.4","47.1","5.206","0.230","2.9","7.6","정량한계미만","305","80","","","","","","","","","","","","","4.584","1.622","1.027","0.112","0.076","26.8","","4","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/07/02","1회차","","23.7","5.8","6.0","14.8","5.2","3.140","0.377","9.9","7.5","0.000","132","130000","0.00000","0.00","0.00060","0.000","0.00110","0.0000000","","","","","","","2.730","0.586","1.808","0.178","0.169","150.2","","18000","","","","","","0.00","","","","","","","0.0000","0.0000","0.0005","","","","","272.642",""
"영산포1","2018/07/02","1회차","","24.1","7.1","3.0","8.8","11.7","2.581","0.177","4.4","7.0","정량한계미만","170","21000","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.551","0.480","1.285","0.128","0.121","92.8","","7300","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2018/07/09","2회차","","24.9","4.6","5.0","8.8","13.3","6.418","0.229","7.1","7.5","0.000","306","200000","","","","","","","","","","","","","6.142","3.707","1.972","0.195","0.191","15.7","","53000","","","","","","","","","","","","","","","","","","","","40.088",""
"영산포1","2018/07/09","2회차","","25.2","9.5","2.3","7.4","49.2","3.389","0.127","3.9","6.7","정량한계미만","195","2000","","","","","","","","","","","","","3.358","0.858","1.652","0.081","0.075","7.2","","460","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/07/16","3회차","","31.2","9.0","6.1","9.9","27.4","5.317","0.115","7.6","7.9","0.000","362","5000","","","","","","","","","","","","","5.202","3.237","1.447","0.063","0.060","9.0","","1800","","","","","","","","","","","","","","","","","","","","11.473",""
"영산포1","2018/07/16","3회차","","31.9","11.3","12.4","16.7","279.3","5.002","0.420","6.4","8.4","정량한계미만","268","32","","","","","","","","","","","","","4.145","0.665","1.570","0.063","0.022","29.2","","8","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/07/23","4회차","","31.2","13.2","8.9","13.3","156.1","6.737","0.148","9.3","8.4","0.000","441","2100","","","","","","","","","","","","","6.346","3.942","2.346","0.059","0.022","16.5","","720","","","","","","","","","","","","","","","","","","","","8.048",""
"영산포1","2018/07/23","4회차","","32.8","12.9","8.0","13.3","197.8","3.054","0.198","7.9","9.1","정량한계미만","314","185","","","","","","","","","","","","","2.890","0.706","0.902","0.095","0.064","25.6","","63","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/07/30","5회차","","32.4","13.3","8.8","15.9","150.6","6.113","0.202","10.9","8.7","0.000","375","1700","","","","","","","","","","","","","5.850","2.794","1.452","0.061","0.039","26.6","","510","","","","","","","","","","","","","","","","","","","","9.710",""
"광산","2018/08/06","1회차","","32.5","12.5","9.0","15.8","174.7","7.394","0.224","10.2","8.6","0.000","448","3300","0.00001","0.00","0.00011","0.000","0.00150","0.0000000","","","","","","","6.810","3.814","1.858","0.054","0.026","20.9","","850","","","","","","0.00","","","","","","","","","0.0003","","","","","7.253",""
"영산포1","2018/08/06","1회차","","31.4","5.9","2.5","11.7","30.1","3.909","0.208","5.1","7.5","정량한계미만","327","220","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.869","1.890","0.981","0.144","0.115","20.4","","172","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2018/08/13","2회차","","31.5","9.5","7.4","12.8","54.6","4.901","0.345","9.9","7.9","0.000","351","69000","","","","","","","","","","","","","4.890","4.074","0.568","0.259","0.224","11.7","","10000","","","","","","","","","","","","","","","","","","","","12.018",""
"영산포1","2018/08/13","2회차","","31.1","8.1","4.9","10.1","79.0","3.455","0.202","5.2","7.5","정량한계미만","219","1440","","","","","","","","","","","","","3.389","1.419","1.018","0.202","0.135","15.2","","500","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/08/20","3회차","","29.8","10.2","7.1","13.5","85.3","5.998","0.124","8.8","8.4","0.000","455","1900","","","","","","","","","","","","","5.740","2.894","1.662","0.063","0.026","12.2","","410","","","","","","","","","","","","","","","","","","","","7.245",""
"영산포1","2018/08/20","3회차","","30.0","9.8","3.6","11.5","137.3","2.969","0.166","5.5","8.1","정량한계미만","304","600","","","","","","","","","","","","","2.783","1.039","0.820","0.084","0.060","30.4","","300","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/08/28","4회차","","24.3","6.7","3.3","9.6","5.6","1.878","0.215","6.6","6.9","0.000","116","57000","","","","","","","","","","","","","1.864","0.371","1.388","0.125","0.082","48.1","","30000","","","","","","","","","","","","","","","","","","","","217.329",""
"영산포1","2018/08/28","4회차","","24.4","6.5","2.0","9.2","8.5","2.305","0.189","4.4","7.2","정량한계미만","102","13400","","","","","","","","","","","","","2.235","0.321","1.354","0.122","0.113","57.6","","8000","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/09/03","1회차","","25.8","5.1","3.0","6.0","2.6","3.338","0.240","5.5","7.1","0.000","228","57000","","","","","","","","","","","","","3.063","1.545","1.277","0.155","0.136","10.3","0.000","26000","","","","","","","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","","0.000","","0.000","","28.952","0.000"
"영산포1","2018/09/03","1회차","","25.2","7.0","1.0","5.6","5.2","2.228","0.135","3.4","6.7","정량한계미만","128","6000","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.181","0.341","1.306","0.120","0.108","9.6","","4200","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2018/09/10","2회차","","24.8","5.2","3.6","7.7","15.7","5.606","0.194","6.0","7.1","0.000","307","180000","0.00001","0.00","0.00005","0.000","0.00091","0.0000000","","","","","","","5.316","3.313","1.449","0.171","0.138","6.8","","91000","","","","","","0.00","","","","","","","","","0.0002","","","","","14.625",""
"영산포1","2018/09/10","2회차","","24.1","9.1","2.6","5.7","48.5","2.958","0.120","3.1","7.2","정량한계미만","183","9000","","","","","","","","","","","","","2.884","0.465","1.674","0.074","0.060","11.2","","6300","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/09/17","3회차","","25.1","7.2","6.0","9.9","54.3","4.811","0.214","7.7","7.4","0.000","317","150000","","","","","","","","","","","","","4.574","3.057","0.958","0.142","0.136","13.6","","110000","","","","","","","","","","","","","","","","","","","","15.826",""
"영산포1","2018/09/17","3회차","","26.0","13.7","5.3","12.9","210.6","3.364","0.215","3.9","8.5","정량한계미만","248","2600","","","","","","","","","","","","","2.795","0.429","1.449","0.057","0.017","20.8","","800","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/09/27","4회차","","22.3","10.0","6.4","11.3","41.4","5.748","0.110","7.4","7.6","0.000","324","16000","","","","","","","","","","","","","5.139","2.150","1.910","0.037","0.022","10.4","","4500","","","","","","","","","","","","","","","","","","","","11.305",""
"광산","2018/10/01","1회차","","21.2","10.2","7.0","9.8","72.8","4.237","0.092","8.5","7.2","0.000","356","11000","0.00001","0.00","0.00003","0.000","0.00089","0.0000007","","","","","","","4.223","2.362","1.816","0.077","0.026","9.7","","3100","","","","","","0.00","","","","","","","","","0.0002","","","","","10.083",""
"영산포1","2018/10/01","1회차","","22.4","10.8","4.7","9.0","161.8","3.915","0.089","5.0","8.0","정량한계미만","306","2800","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.689","0.410","2.166","0.052","0.116","25.2","","1800","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2018/10/08","2회차","","19.7","6.3","4.2","8.8","6.2","3.402","0.323","7.5","7.1","0.000","194","120000","","","","","","","","","","","","","3.382","1.720","1.434","0.265","0.255","14.9","","40000","","","","","","","","","","","","","","","","","","","","27.903",""
"영산포1","2018/10/08","2회차","","19.4","10.2","2.1","6.3","9.0","2.082","0.157","4.1","7.0","정량한계미만","172","8800","","","","","","","","","","","","","2.065","0.283","1.253","0.122","0.126","18.8","","2700","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/10/15","3회차","","18.1","8.8","3.8","7.1","27.3","5.342","0.096","6.0","7.4","0.000","331","2700","","","","","","","","","","","","","5.296","2.109","2.619","0.037","0.034","8.4","","2100","","","","","","","","","","","","","","","","","","","","12.326",""
"영산포1","2018/10/15","3회차","","17.4","14.9","4.3","6.4","154.7","3.777","0.128","5.2","8.3","정량한계미만","213","14400","","","","","","","","","","","","","3.359","0.342","2.179","0.032","0.005","19.2","","9200","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/10/22","4회차","","17.1","9.5","4.1","7.1","26.3","5.273","0.138","6.9","7.5","0.000","382","3400","","","","","","","","","","","","","5.143","2.268","2.621","0.032","0.015","7.8","","1100","","","","","","","","","","","","","","","","","","","","5.575",""
"영산포1","2018/10/22","4회차","","17.2","18.2","2.7","6.7","58.9","3.989","0.053","3.7","8.2","정량한계미만","367","500","","","","","","","","","","","","","3.931","0.296","2.707","0.022","0.003","8.8","","400","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/10/29","5회차","","16.0","8.5","5.2","6.8","36.2","6.458","0.141","8.3","7.4","0.000","418","11000","","","","","","","","","","","","","6.143","3.527","2.110","0.045","0.018","6.8","","3600","","","","","","","","","","","","","","","","","","","","8.431",""
"영산포1","2018/10/29","5회차","","16.4","14.9","4.8","7.8","107.5","5.254","0.087","4.3","7.9","정량한계미만","424","2000","","","","","","","","","","","","","5.152","0.736","2.856","0.034","0.005","22.0","","1000","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/11/05","1회차","","14.6","9.7","4.2","7.6","31.8","5.767","0.155","7.6","7.8","0.000","431","6600","0.00001","0.00","0.00004","0.000","0.00072","0.0000011","","","","","","","4.581","2.155","1.900","0.027","0.019","5.4","","580","","","","","","0.00","","","","","","","","","0.0002","","","","","6.875",""
"영산포1","2018/11/05","1회차","","16.1","14.3","5.0","9.5","107.7","3.616","0.112","5.3","7.9","정량한계미만","417","1350","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.383","0.505","2.483","0.026","0.000","27.2","","333","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2018/11/12","2회차","","15.1","6.0","5.9","10.9","36.9","5.008","0.394","9.5","7.5","0.000","380","120000","","","","","","","","","","","","","4.613","2.689","1.495","0.182","0.173","13.4","","80000","","","","","","","","","","","","","","","","","","","","11.748",""
"영산포1","2018/11/12","2회차","","15.5","9.5","2.0","5.9","26.5","3.447","0.123","3.4","7.4","정량한계미만","303","4300","","","","","","","","","","","","","3.403","1.291","1.459","0.078","0.059","10.0","","1540","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/11/19","3회차","","12.8","11.6","5.1","10.0","73.2","5.873","0.154","8.4","7.9","0.000","423","8100","","","","","","","","","","","","","5.321","2.429","2.651","0.075","0.046","11.3","","1700","","","","","","","","","","","","","","","","","","","","7.934",""
"영산포1","2018/11/19","3회차","","13.4","14.0","3.3","5.6","55.9","2.260","0.091","3.8","7.9","정량한계미만","277","4500","","","","","","","","","","","","","2.179","0.181","1.351","0.039","0.000","10.8","","147","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/11/26","4회차","","11.1","11.5","5.3","10.2","85.5","6.104","0.134","8.9","7.8","0.000","424","30000","","","","","","","","","","","","","5.986","2.680","2.624","0.042","0.027","12.1","","7300","","","","","","","","","","","","","","","","","","","","7.336",""
"영산포1","2018/11/26","4회차","","12.8","13.1","4.2","6.9","34.4","3.093","0.063","4.5","7.8","정량한계미만","277","1700","","","","","","","","","","","","","2.905","0.926","1.187","0.049","0.015","15.2","","265","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/12/03","1회차","","12.0","12.1","4.1","8.7","77.5","6.814","0.115","8.2","8.0","0.000","475","23000","0.00001","0.00","0.00008","0.001","0.00069","0.0000000","","","","","","","6.785","2.495","3.526","0.038","0.026","10.9","","12000","","","","","","0.00","","","","","","","","","0.0002","","","","","17.461",""
"영산포1","2018/12/03","1회차","","13.4","13.1","3.6","8.6","71.7","3.710","0.070","4.5","7.9","정량한계미만","300","7400","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.710","0.775","1.234","0.037","0.012","34.8","","1240","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2018/12/10","2회차","","6.0","11.2","4.2","8.7","74.0","6.078","0.231","8.7","7.9","0.000","442","41000","","","","","","","","","","","","","5.716","2.681","2.564","0.095","0.067","9.3","","2500","","","","","","","","","","","","","","","","","","","","11.589",""
"영산포1","2018/12/10","2회차","","5.3","8.1","6.2","9.0","126.3","4.413","0.180","4.6","7.3","정량한계미만","384","1400","","","","","","","","","","","","","3.129","1.210","1.794","0.051","0.018","17.2","","380","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/12/17","3회차","","6.7","12.3","3.8","8.1","45.8","7.134","0.113","7.8","7.9","0.000","479","1800","","","","","","","","","","","","","6.547","2.610","3.482","0.035","0.022","8.2","","90","","","","","","","","","","","","","","","","","","","","14.400",""
"영산포1","2018/12/17","3회차","","7.9","6.1","2.5","3.7","23.4","2.350","0.046","2.4","7.6","정량한계미만","290","12000","","","","","","","","","","","","","2.249","0.392","1.300","0.023","0.010","4.0","","267","","","","","","","","","","","","","","","","","","","","",""
"광산","2018/12/24","4회차","","8.9","11.1","3.7","7.9","51.3","6.647","0.099","7.6","7.8","0.000","468","2100","","","","","","","","","","","","","6.532","2.436","3.375","0.041","0.035","9.6","","170","","","","","","","","","","","","","","","","","","","","7.536",""
"영산포1","2018/12/24","4회차","","6.6","8.9","3.8","6.2","94.3","6.099","0.059","4.2","7.9","정량한계미만","394","1000","","","","","","","","","","","","","5.546","1.510","3.399","0.039","0.000","16.0","","208","","","","","","","","","","","","","","","","","","","","",""
