"ºÐ·ù","ÁöÁ¡¸í","Ã¤¼öÀ§Ä¡","Á¶»çÀÏ","¼ö¿Â(¡É)","pH","DO(§·/L)","Åõ¸íµµ","Å¹µµ","Chl-a (§·/§©)","À¯ÇØ³²Á¶·ù ¼¼Æ÷¼ö (cells/§¢)","Microcystis","Anabaena","Oscillatoria","Aphanizomenon","Áö¿À½º¹Î","2MIB","Microcystin-LR (¥ìg/L)"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.01.05","5.3","7.0","12.8","","","3.3","0","0","0","0","0","7","4",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.01.13","4.8","7.0","11.5","","","5.5","0","0","0","0","0","6","0",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.01.20","5.3","7.0","12.9","","","7.7","0","0","0","0","0","9","7",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.01.26","7.1","6.4","10.3","","","12.0","0","0","0","0","0","11","10",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.02.02","5.5","7.1","12.0","","","15.3","0","0","0","0","0","6","2",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.02.10","5.3","7.3","15.3","","","21.6","0","0","0","0","0","11","3",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.02.16","7.1","6.9","11.7","","","28.8","0","0","0","0","0","9","4",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.02.23","8.2","7.2","11.3","","","45.9","0","0","0","0","0","7","0",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.03.02","8.0","6.8","12.7","","","55.4","0","0","0","0","0","14","11",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.03.10","8.3","7.3","13.8","","","91.5","0","0","0","0","0","13","2","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.03.12","8.2","7.8","13.6","","","121.6","0","0","0","0","0","13","3",""
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.03.16","9.2","7.6","12.8","","","73.4","0","0","0","0","0","13","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.03.24","13.5","7.8","11.2","","","142.0","0","0","0","0","0","17","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.03.26","13.1","8.2","13.4","","","150.5","0","0","0","0","0","19","6","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.03.30","13.0","7.6","9.4","","","136.8","0","0","0","0","0","18","7","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.04.07","14.4","7.0","3.4","","","9.1","0","0","0","0","0","13","10","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.04.14","15.3","7.3","9.0","","","75.5","0","0","0","0","0","9","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.04.20","15.6","7.3","9.1","","","97.7","0","0","0","0","0","5","12","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.04.27","18.0","7.2","8.3","","","41.5","0","0","0","0","0","6","10","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.05.04","20.2","6.9","7.6","","","65.7","0","0","0","0","0","8","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.05.11","19.7","6.9","2.6","","","55.4","0","0","0","0","0","3","9","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.05.19","21.2","6.9","5.7","","","49.0","0","0","0","0","0","4","9","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.05.26","22.5","7.4","9.7","","","55.1","0","0","0","0","0","5","7","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.06.02","24.4","7.0","9.8","","","46.8","0","0","0","0","0","0","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.06.08","23.5","6.8","8.4","","","56.6","0","0","0","0","0","31","12","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.06.16","24.0","6.4","3.4","","","15.4","0","0","0","0","0","6","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.06.23","23.7","6.3","5.0","","","30.0","0","0","0","0","0","4","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.06.29","24.0","6.8","7.2","","","74.4","0","0","0","0","0","4","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.07.06","26.0","7.7","9.3","","","82.0","4825","4375","450","0","0","4","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.07.14","23.9","7.0","5.9","","","8.7","0","0","0","0","0","3","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.07.20","27.0","7.6","6.8","","","69.1","3525","1875","1050","0","600","30","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.07.28","27.8","7.6","6.5","","","68.1","2000","1625","375","0","0","4","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.08.03","30.3","7.4","7.9","","","64.2","4425","3025","1400","0","0","12","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.08.10","29.6","7.1","4.7","","","79.9","4075","4075","0","0","0","89","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.08.17","27.5","7.5","6.9","","","60.5","5375","4875","500","0","0","6","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.08.25","25.3","6.9","5.9","","","30.8","0","0","0","0","0","5","6","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.08.31","26.3","7.5","8.3","","","64.4","0","0","0","0","0","4","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.09.08","24.7","6.9","4.7","","","28.6","0","0","0","0","0","5","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.09.14","23.9","7.6","11.8","","","95.2","0","0","0","0","0","4","7","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.09.22","24.0","7.2","8.8","","","17.1","0","0","0","0","0","7","8","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.09.30","23.2","7.0","6.9","","","11.4","0","0","0","0","0","5","6","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.10.05","20.5","7.0","6.1","","","20.3","0","0","0","0","0","4","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.10.12","19.9","7.4","12.7","","","71.2","0","0","0","0","0","8","22","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.10.20","19.9","7.0","7.8","","","35.8","0","0","0","0","0","4","27","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.10.26","19.9","6.7","8.9","","","27.9","0","0","0","0","0","7","18","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.11.02","15.5","6.7","5.0","","","22.1","0","0","0","0","0","6","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.11.09","16.9","6.7","5.5","","","29.1","0","0","0","0","0","9","6","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.11.17","15.4","6.8","6.0","","","23.3","0","0","0","0","0","3","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.11.24","14.5","6.6","6.7","","","17.6","0","0","0","0","0","6","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.12.01","9.7","6.4","8.7","","","7.3","0","0","0","0","0","5","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.12.07","8.8","6.6","8.0","","","5.2","0","0","0","0","0","6","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.12.15","10.7","6.4","8.4","","","6.2","0","0","0","0","0","5","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2015.12.21","8.0","6.8","10.3","","","10.1","0","0","0","0","0","5","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.01.06","4.6","7.2","15.4","","","28.8","0","0","0","0","0","5","0",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.01.12","4.5","6.9","12.7","","","28.1","0","0","0","0","0","10","0",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.01.19","4.2","7.0","13.4","","","34.2","0","0","0","0","0","6","4",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.01.27","5.1","7.2","15.1","","","57.6","0","0","0","0","0","7","2",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.02.03","4.9","8.1","15.5","","","55.2","0","0","0","0","0","4","0",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.02.09","4.5","6.7","16.5","","","74.6","0","0","0","0","0","7","3",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.02.16","5.5","7.8","17.6","","","123.7","0","0","0","0","0","5","4",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.02.23","6.2","7.3","14.7","","","82.3","0","0","0","0","0","5","0",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.03.03","7.0","8.0","16.7","","","117.7","0","0","0","0","0","13","3",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.03.05","7.0","8.1","14.5","","","114.4","0","0","0","0","0","10","15",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.03.10","7.3","8.3","15.5","","","120.0","0","0","0","0","0","13","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.03.12","7.3","8.5","13.8","","","125.7","0","0","0","0","0","13","3",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.03.17","8.0","8.3","13.4","","","91.2","0","0","0","0","0","16","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.03.23","10.8","8.1","12.5","","","46.0","0","0","0","0","0","16","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.03.31","13.3","8.2","13.8","","","44.2","0","0","0","0","0","19","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.04.07","13.6","7.2","6.6","","","21.4","0","0","0","0","0","15","13","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.04.13","15.3","7.7","10.9","","","73.6","0","0","0","0","0","17","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.04.21","15.1","7.3","7.7","","","47.8","0","0","0","0","0","7","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.04.28","17.5","8.2","13.5","","","45.9","0","0","0","0","0","9","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.05.04","18.9","6.9","5.5","","","29.2","0","0","0","0","0","7","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.05.11","19.5","7.3","6.8","","","23.5","0","0","0","0","0","3","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.05.19","20.6","7.1","6.5","","","6.3","0","0","0","0","0","6","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.05.26","21.5","7.9","8.4","","","55.6","0","0","0","0","0","21","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.06.02","23.3","7.7","6.8","","","50.7","975","0","0","675","300","9","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.06.08","23.7","8.0","9.6","","","72.7","1350","0","1000","0","350","32","18","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.06.16","24.3","7.2","6.9","","","40.5","325","0","0","0","325","30","9","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.06.23","24.9","7.4","7.0","","","48.4","475","475","0","0","0","14","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.06.29","24.0","6.8","4.2","","","12.6","0","0","0","0","0","4","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.07.06","24.9","8.3","8.3","","","66.3","3525","3150","0","0","375","16","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.07.14","23.0","6.7","6.3","","","9.5","0","0","0","0","0","4","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.07.20","27.2","8.5","10.5","","","39.9","7675","5100","1625","0","950","93","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.07.28","27.7","7.5","7.0","","","14.1","8325","2625","900","0","4800","21","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.08.03","29.4","8.4","9.7","","","66.1","17225","6625","1850","0","8750","60","8","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.08.06","29.8","9.0","10.7","","","21.1","8400","4925","1675","1000","800","17","28",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.08.10","30.0","8.6","8.0","","","40.9","12425","10700","625","0","1100","8","12","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.08.12","28.6","7.8","5.4","","","46.9","2000","1450","0","0","550","6","27",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.08.17","28.2","7.7","5.5","","","20.2","29350","28100","1250","0","0","4","17","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.08.19","28.1","8.3","6.4","","","26.5","45900","45150","750","0","0","7","17",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.08.25","26.2","7.1","5.7","","","17.2","700","700","0","0","0","5","11","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.08.27","25.5","7.3","6.5","","","29.0","1375","1375","0","0","0","5","9",""
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.08.31","26.1","8.5","9.6","","","43.2","6950","6950","0","0","0","3","11","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.09.08","25.4","7.1","6.0","","","22.1","0","0","0","0","0","5","19","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.09.14","24.5","7.7","9.0","","","45.2","2775","1675","400","700","0","9","10","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.09.22","23.6","7.4","7.8","","","34.8","1025","1025","0","0","0","11","21","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.09.30","23.8","8.2","12.5","","","67.7","5150","4450","700","0","0","9","17","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.10.05","20.8","7.1","6.0","","","7.1","0","0","0","0","0","3","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.10.12","19.9","7.2","8.5","","","27.5","0","0","0","0","0","5","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.10.20","19.4","7.8","10.0","","","43.6","875","875","0","0","0","4","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.10.26","19.4","7.4","9.7","","","34.2","575","575","0","0","0","7","9","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.11.02","16.6","7.6","10.0","","","54.7","1450","1450","0","0","0","4","18","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.11.09","16.0","6.7","7.6","","","37.3","0","0","0","0","0","5","13","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.11.17","15.2","6.9","6.5","","","18.4","0","0","0","0","0","4","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.11.24","14.7","6.7","5.9","","","13.3","0","0","0","0","0","4","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.12.01","11.4","7.0","8.6","","","22.2","0","0","0","0","0","4","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.12.07","8.8","6.2","9.1","","","13.6","0","0","0","0","0","6","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.12.15","9.3","6.9","9.8","","","16.3","0","0","0","0","0","5","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2015.12.21","8.4","6.5","9.1","","","17.0","0","0","0","0","0","4","0","0.0"
